train_loss,val_loss,r2_score,epoch,weight_mean,weight_std,grad_mean,grad_std,epoch_time_ms,split,train_loss_pos,train_loss_vel,val_loss_pos,val_loss_vel,r2_score_pos,r2_score_vel
427.53153167595843,177.99237060546875,-82.51613424219363,1,0.0025278933,0.13339032,-7.311691e-06,0.002635206,451.3208866119385,0,217.395711391787,210.1358201554053,87.29266357421875,90.69969940185547,-87.99704349487443,-77.03522498951283
429.86156672868043,181.1658172607422,-83.69838349132488,2,0.0025278884,0.13339032,-1.1281102e-05,0.002635193,449.3842124938965,0,219.26157417780237,210.5999927440273,84.99401092529297,96.17180633544922,-85.65350989881085,-81.74325708383888
424.3778467620978,164.741943359375,-76.74935254440709,3,0.0025278842,0.13339032,2.9378556e-05,0.0026350524,440.16194343566895,0,211.9673263936103,212.41051943493292,86.45500946044922,78.28694152832031,-87.14303427411758,-66.3556708146966
438.3855350027607,178.34518432617188,-82.65446095571046,4,0.002527878,0.13339032,1.6298252e-05,0.0026351663,462.4061584472656,0,222.95646960423466,215.42906423963072,87.12362670898438,91.2215576171875,-87.82470620292422,-77.4842157084967
427.9805296563901,186.13296508789062,-86.2606648572717,5,0.0025278712,0.13339032,1.4402037e-06,0.002635218,465.96717834472656,0,217.60886927093634,210.37166122243374,90.3408203125,95.79215240478516,-91.10471516748142,-81.416614547062
422.8865293349898,179.8746337890625,-83.16557653836182,6,0.0025278681,0.13339032,3.5218058e-05,0.0026349816,503.1898021697998,0,220.1738147011286,202.7127133783912,85.27855682373047,94.5960693359375,-85.94361152548422,-80.38754155123944
430.77192411141056,182.80682373046875,-85.19575377692044,7,0.0025278644,0.13339032,1.8242103e-05,0.002635156,475.54588317871094,0,219.88504250441926,210.88688160699127,94.93942260742188,87.86740112304688,-95.79310468040795,-74.59840287343295
432.83925271336034,177.91839599609375,-82.4468934207388,8,0.0025278612,0.13339032,3.832702e-06,0.0026352147,444.56028938293457,0,223.184383601579,209.65487059259215,86.82245635986328,91.09593200683594,-87.5176555349456,-77.37613130653199
433.2309523956685,183.72694396972656,-85.08929470693806,9,0.0025278581,0.13339032,2.7916616e-05,0.0026350701,439.3768310546875,0,223.34262052769398,209.88833164263374,88.62760925292969,95.09933471679688,-89.35805384519465,-80.82053556868146
435.064857772634,175.6291961669922,-81.60006747442507,10,0.0025278525,0.13339032,-1.2486034e-05,0.0026351872,474.6370315551758,0,222.44885752875092,212.6160015315446,88.55596923828125,87.07322692871094,-89.28501506692183,-73.91511988192832
422.7258688367369,181.17205810546875,-84.1949005926937,11,0.0025278467,0.13339032,7.901289e-06,0.0026352056,471.2529182434082,0,212.4551607284868,210.27070691716318,91.19966125488281,89.97239685058594,-91.98032488741435,-76.40947629797303
442.2237718799446,171.5657501220703,-79.75406169770247,12,0.0025278418,0.13339032,4.1059366e-06,0.002635215,475.8279323577881,0,226.17574706258654,216.04802481735808,87.32479858398438,84.24095153808594,-88.029805937269,-71.47831745813593
421.2580249641515,174.68026733398438,-81.11628333488783,13,0.0025278842,0.13339032,1.52109005e-05,0.0026351733,468.71018409729004,0,210.7531967163086,210.5048289238652,87.60633850097656,87.07392883300781,-88.3168428910308,-73.91572377874485
