train_loss,val_loss,r2_score,epoch,weight_mean,weight_std,grad_mean,grad_std,epoch_time_ms,split,train_loss_pos,train_loss_vel,val_loss_pos,val_loss_vel,r2_score_pos,r2_score_vel
341.2148770730057,113.87303161621094,-56.41350274479967,1,0.0027279034,0.1570336,3.066944e-05,0.003374508,333.3148956298828,0,196.97296296534518,144.24191400502295,64.44529724121094,49.427730560302734,-59.037778712625645,-53.78922677697369
350.5700511162591,109.35519409179688,-54.100333477448196,2,0.0027279027,0.1570336,1.5473657e-05,0.0033746124,335.09206771850586,0,205.7609344619272,144.80911648326926,62.28794860839844,47.06724166870117,-57.027974656047306,-51.172692298849086
339.4302796504957,112.02434539794922,-55.5598902772021,3,0.0027279018,0.1570336,-1.1554202e-05,0.0033746264,334.90800857543945,0,196.42157170590798,143.0087100657647,62.51167297363281,49.512672424316406,-57.23639814864585,-53.88338240575835
339.46356947005063,109.11674499511719,-54.01460493417915,4,0.0027279025,0.1570336,4.145221e-06,0.0033746436,332.74292945861816,0,195.95831938602464,143.50525080248914,61.7629508972168,47.35379409790039,-56.538882390857125,-51.49032747750117
346.88436821223377,115.26016998291016,-57.0954725948376,5,0.002727902,0.1570336,-4.534167e-06,0.0033746427,356.1358451843262,0,199.21014375216222,147.67422423769005,65.42723083496094,49.83293914794922,-59.95255627337459,-54.238388916300615
343.2601848653614,110.34092712402344,-54.72016795281432,6,0.0027279013,0.1570336,1.1018217e-05,0.0033746315,348.81043434143066,0,198.90267855383357,144.35750624310276,61.45675277709961,48.88417434692383,-56.253625657398196,-53.18671024823045
340.8514129912372,109.74504089355469,-54.59245705025032,7,0.002727901,0.1570336,1.7221113e-05,0.0033746036,344.5780277252197,0,199.12876946829894,141.72264277026258,59.166297912597656,50.5787467956543,-54.11981872046178,-55.06509538003886
340.3925272167531,110.51373291015625,-54.66889984353088,8,0.0027279004,0.1570336,-9.432091e-06,0.003374633,332.66210556030273,0,196.67680290461655,143.71572379894855,63.119544982910156,47.394187927246094,-57.80269680410855,-51.53510288295322
342.80392976085164,110.84174346923828,-55.03892335945008,9,0.002727901,0.1570336,2.5793737e-05,0.003374549,343.46795082092285,0,194.74429591568062,148.0596338793836,60.991024017333984,49.8507194519043,-55.819748843792105,-54.25809787510806
348.29855483529815,113.00581359863281,-55.96668197227463,10,0.0027279004,0.1570336,-3.2027085e-05,0.003374496,332.2460651397705,0,201.44469072145196,146.85386373750833,64.06285095214844,48.942962646484375,-58.68148854631206,-53.251875398237196
344.9415630118195,109.08628845214844,-53.9740937717138,11,0.0027278997,0.1570336,-5.007894e-06,0.0033746434,333.9829444885254,0,201.88949496008357,143.05206740169783,62.0301513671875,47.05613327026367,-56.787808586789886,-51.1603789566377
341.9039271743843,109.49085998535156,-54.186877858244095,12,0.0027278985,0.1570336,2.2439002e-05,0.0033745724,331.0809135437012,0,199.11783240621935,142.78609481948374,62.15956115722656,47.331295013427734,-56.90836783114456,-51.46538788534363
341.40951524400924,107.14312744140625,-53.01897098620836,13,0.0027278974,0.1570336,8.235226e-06,0.003374638,337.83769607543945,0,196.5863685094722,144.82314817146334,60.652313232421875,46.490814208984375,-55.504203039479656,-50.533738932937055
348.59388007604485,112.47230529785156,-55.85240545356466,14,0.0027278964,0.1570336,1.4778544e-05,0.0033746157,334.1507911682129,0,205.1305632655396,143.4633169473554,62.01142501831055,50.46088409423828,-56.77036296332163,-54.93444794380769
342.2818195017999,111.3349609375,-55.195186249916745,15,0.0027278955,0.1570336,-6.055995e-05,0.0033741046,338.09494972229004,0,195.42342927530743,146.85839032913003,62.315189361572266,49.019775390625,-57.05335236987636,-53.33702012995714
347.3459554082075,111.90708923339844,-55.55070508433981,16,0.002727895,0.1570336,-3.6170143e-06,0.0033746446,337.22686767578125,0,199.83053664134758,147.51542047748651,61.88064956665039,50.02643966674805,-56.64853145716178,-54.45287871151783
341.6996217736214,112.03425598144531,-55.29813945044317,17,0.002727895,0.1570336,-1.428619e-05,0.0033746161,335.8001708984375,0,195.93448040196714,145.76514109795403,65.53373718261719,46.50052261352539,-60.05177847896304,-50.54450042192331
349.99737795158353,108.86312866210938,-53.946416633665066,18,0.0027278943,0.1570336,2.4871111e-05,0.0033745556,336.0629081726074,0,199.74169863713698,150.25567845913326,60.94454574584961,47.91858673095703,-55.77644929676884,-52.1163839705613
343.0247784259608,114.87316131591797,-56.72878853554045,19,0.002727893,0.1570336,-1.1466893e-05,0.0033746283,336.9941711425781,0,197.02021704019452,146.00456124891613,67.14822387695312,47.724937438964844,-61.55584780657001,-51.9017292645109
345.4078551835543,107.41506958007812,-53.24654877315878,20,0.0027278922,0.1570336,1.3050242e-05,0.0033746224,332.7810764312744,0,203.21824095174335,142.1896140607483,59.7831916809082,47.63187789916992,-54.694522122207324,-51.798575424110226
339.3290289635081,113.7536392211914,-56.47278988590912,21,0.0027278932,0.1570336,1.8184815e-05,0.0033745968,338.32788467407227,0,197.8912356936878,141.43779294480123,63.026611328125,50.727027893066406,-57.716119032885565,-55.22946073893267
344.44111496450654,115.00391387939453,-56.8281300885382,22,0.002727893,0.1570336,1.780738e-05,0.0033746006,354.6180725097656,0,197.41727645942447,147.0238386419322,66.84432983398438,48.159584045410156,-61.27273757068183,-52.38352260639458
344.1088273942203,110.958740234375,-55.00950326923742,23,0.0027278974,0.1570336,3.7617785e-05,0.003374435,330.16014099121094,0,200.01199333977806,144.09683340440418,62.05695343017578,48.90178298950195,-56.812777613167555,-53.206228925307286
